Strategy,Parameters,DTE0,DTE1,DTE2,DTE3,DTE4,Status,Start_Date,End_Date
"NIFTY_candle_5T_strike_0_entry_09,25_exit_15,20","['5T', 0, '09:25', '15:20']",,,,,,0,2021-06-01,2021-12-31
