Filename,Total PnL,Max Drawdown,Max Drawdown Percentage,31M Monthly PnL,11M Monthly PnL,Daily 3M PnL ,min pnl ,Max Investment,ROI % ,ROI with DD,Max Drawdown Date,Time to Recover,Peak Date Before Max Drawdown,Total Trades,No. of Winners,No. of Losers,Win %,Loss %,Max Profit,Max Loss,Median PnL,Median Profit,Median Loss,SD,SD Profit,SD Loss,Last 15 Months Max Drawdown,Last 15 Months Max Drawdown Percentage,Last 15 Months Max Drawdown Date,Last 15 Months Time to Recover,Last 15 Months Peak Date Before Max Drawdown,Sortino Ratio,Dmonthly11_PnL_Ratio,Max_Drawdown_Ratio,Dmonthly11_PnL_Z,Max_Drawdown_Z,Win%_Z,Sortino_Ratio_Z,Final_Z_Score
"NIFTY_candle_5T_strike_0_entry_09,25_exit_15,20.csv",114615.5925,6567.952499999999,5.701705683276793,2865.389812499999,1513.555,-58.23093750000015,2865.389812499999,350000,32.74731214285713,32.14410933354982,2024-08-06,85,2024-07-25,836,716,120,85.64593301435407,14.354066985645932,5915.49,-5114.63625,115.5,141.75,-265.1250000000001,697.580959500433,470.5973900920292,1084.575896875201,6567.952499999999,23.165882524265296,2024-08-06,,2024-07-25,1.6738245960751716,0.004324442857142857,0.01876557857142857,,,,,
