Date,Position,Action,CE_Time,PE_Time,Index Value,CE_OTM,PE_OTM,Exit,ExpiryDate,DaysToExpiry,CE_OTM_Premium,PE_OTM_Premium,EXIT_TYPE,Premium
2024-05-10,1,Short,09:25:00,09:25:00,22008.85,22650,21350,,2024-05-16,4,14.6,23.05,,37.65
2024-05-10,0,Long,15:29:00,15:29:00,22008.85,22650,21350,,2024-05-16,4,0.05,0.05,Time Exit,-0.1
2024-05-13,1,Short,09:25:00,09:25:00,21938.25,22600,21300,,2024-05-16,3,10.4,6.05,,16.45
2024-05-13,0,Long,15:30:00,15:30:00,21938.25,22600,21300,,2024-05-16,3,0.05,0.05,Time Exit,-0.1
2024-05-14,1,Short,09:25:00,09:25:00,22128.65,22800,21500,,2024-05-16,2,2.35,7.25,,9.6
2024-05-14,0,Long,15:29:00,15:29:00,22128.65,22800,21500,,2024-05-16,2,0.05,0.05,Time Exit,-0.1
2024-05-15,1,Short,09:25:00,09:25:00,22262.05,22900,21600,,2024-05-16,1,1.2,4.4,,5.6000000000000005
2024-05-15,0,Long,15:29:00,15:29:00,22262.05,22900,21600,,2024-05-16,1,0.05,0.05,Time Exit,-0.1
2024-05-16,1,Short,09:25:00,09:25:00,22317.9,22950,21650,,2024-05-16,0,0.4,0.7,,1.1
2024-05-16,0,Long,15:29:00,15:29:00,22317.9,22950,21650,,2024-05-16,0,0.05,0.05,Time Exit,-0.1
2024-05-17,1,Short,09:25:00,09:25:00,22365.0,23000,21700,,2024-05-23,4,10.1,13.0,,23.1
2024-05-17,0,Long,15:30:00,15:30:00,22365.0,23000,21700,,2024-05-23,4,0.05,0.05,Time Exit,-0.1
2024-05-21,1,Short,09:25:00,09:25:00,22486.25,23200,21850,,2024-05-23,2,1.65,9.6,,11.25
2024-05-21,0,Long,15:29:00,15:29:00,22486.25,23200,21850,,2024-05-23,2,0.05,0.05,Time Exit,-0.1
2024-05-22,1,Short,09:25:00,09:25:00,22554.9,23250,21850,,2024-05-23,1,1.05,3.1,,4.15
2024-05-22,0,Long,15:29:00,15:29:00,22554.9,23250,21850,,2024-05-23,1,0.05,0.05,Time Exit,-0.1
2024-05-23,1,Short,09:25:00,09:25:00,22601.7,23300,21900,,2024-05-23,0,0.3,0.7,,1.0
2024-05-23,0,Long,15:29:00,15:29:00,22601.7,23300,21900,,2024-05-23,0,0.05,0.05,Time Exit,-0.1
2024-05-24,1,Short,09:25:00,09:25:00,22964.3,23650,22250,,2024-05-30,4,7.9,21.25,,29.15
2024-05-24,0,Long,15:29:00,15:29:00,22964.3,23650,22250,,2024-05-30,4,0.05,0.05,Time Exit,-0.1
2024-05-27,1,Short,09:25:00,09:25:00,23005.0,23700,22300,,2024-05-30,3,7.0,9.9,,16.9
2024-05-27,0,Long,15:29:00,15:29:00,23005.0,23700,22300,,2024-05-30,3,0.05,0.05,Time Exit,-0.1
2024-05-28,1,Short,09:25:00,09:25:00,22974.2,23650,22250,,2024-05-30,2,5.3,7.3,,12.6
2024-05-28,0,Long,15:29:00,15:29:00,22974.2,23650,22250,,2024-05-30,2,0.05,0.05,Time Exit,-0.1
2024-05-29,1,Short,09:25:00,09:25:00,22806.3,23500,22100,,2024-05-30,1,3.6,2.4,,6.0
2024-05-29,0,Long,15:29:00,15:29:00,22806.3,23500,22100,,2024-05-30,1,0.05,0.05,Time Exit,-0.1
2024-05-30,1,Short,09:25:00,09:25:00,22665.5,23350,21950,,2024-05-30,0,1.0,0.55,,1.55
2024-05-30,0,Long,15:29:00,15:29:00,22665.5,23350,21950,,2024-05-30,0,0.05,0.05,Time Exit,-0.1
